Bin	Id	#	markers	marker	Contamination	ambiguous	#
3300020547-bin.8	k__Bacteria	79.49	1.80	1538927	186	59.8	1680
3300020547-bin.9	k__Bacteria	97.73	1.14	3685659	105	67.0	3164
3300020548-bin.1	k__Bacteria	10.03	0.00	251579	74	53.3	332
3300020548-bin.10	c__Gammaproteobacteria	88.13	2.56	2661059	361	40.0	2768
3300020548-bin.11	k__Bacteria	97.67	2.33	4770173	215	43.9	3849
3300020548-bin.12	root	0.00	0.00	326789	17	30.4	455
3300020548-bin.13	c__Betaproteobacteria	89.99	1.42	1400347	202	49.4	1542
3300020548-bin.14	k__Archaea	1.10	0.00	236074	52	24.2	222
3300020548-bin.15	root	0.00	0.00	203338	9	37.4	243
3300020548-bin.16	k__Bacteria	90.59	1.18	3959933	416	67.3	3463
3300020548-bin.17	o__Actinomycetales	65.24	2.41	819784	126	40.6	922
3300020548-bin.2	k__Bacteria	97.46	1.07	4352364	491	62.9	4250
3300020548-bin.3	o__Burkholderiales	96.11	0.96	2565233	175	51.6	2605
3300020548-bin.4	k__Bacteria	81.09	1.62	2016445	278	57.3	2063
3300020548-bin.5	k__Bacteria	26.83	0.09	433764	109	51.8	537
3300020548-bin.6	k__Bacteria	88.54	0.67	836275	122	29.6	988
3300020548-bin.7	c__Betaproteobacteria	90.62	1.87	1072707	90	37.1	1190
3300020548-bin.8	k__Bacteria	33.80	0.00	265306	64	29.2	331
3300020548-bin.9	p__Cyanobacteria	61.99	1.22	2783081	617	37.9	2856
3300020549-bin.1	o__Actinomycetales	71.74	1.18	930870	104	39.9	1012
3300020549-bin.10	o__Actinomycetales	68.85	1.58	1015931	127	42.3	1119
3300020549-bin.11	p__Cyanobacteria	98.28	1.36	2823801	162	67.9	3119
3300020549-bin.12	o__Actinomycetales	21.74	0.00	355268	80	39.6	410
3300020549-bin.13	o__Actinomycetales	72.13	0.81	1041662	122	38.8	1159
3300020549-bin.14	root	0.00	0.00	311183	20	34.5	424
3300020549-bin.15	k__Bacteria	2.19	0.00	335532	77	23.6	378
3300020549-bin.16	k__Bacteria	10.34	0.00	296587	71	45.4	351
3300020549-bin.17	root	0.00	0.00	240349	15	30.9	283
3300020549-bin.18	root	0.00	0.00	200675	27	31.7	264
3300020549-bin.2	o__Actinomycetales	75.23	1.23	998111	76	40.8	1055
3300020549-bin.3	k__Bacteria	65.64	0.07	720703	121	29.5	842
3300020549-bin.4	root	0.00	0.00	294309	35	59.2	340
3300020549-bin.5	root	0.00	0.00	260713	28	31.6	353
3300020549-bin.6	k__Bacteria	55.17	1.72	1062932	156	46.4	1156
3300020549-bin.7	root	0.00	0.00	219360	27	31.3	294
3300020549-bin.8	root	0.00	0.00	218634	12	31.6	274
3300020549-bin.9	k__Bacteria	63.77	0.00	599700	119	29.2	704
3300020550-bin.1	k__Bacteria	24.17	0.00	234435	53	29.3	294
3300020550-bin.10	k__Bacteria	33.78	1.72	345042	85	40.3	439
3300020550-bin.11	root	0.00	0.00	242863	44	30.7	361
3300020550-bin.12	root	4.17	0.00	244442	17	31.0	289
3300020550-bin.13	k__Bacteria	40.86	0.00	367430	93	39.8	460
3300020550-bin.14	k__Bacteria	24.83	0.00	636298	188	35.6	709
3300020550-bin.15	c__Betaproteobacteria	30.15	0.21	321535	87	36.9	418
3300020550-bin.16	o__Actinomycetales	26.88	0.26	385088	110	38.9	476
3300020550-bin.17	k__Bacteria	25.43	0.00	220674	65	42.2	285
3300020550-bin.2	k__Bacteria	19.80	0.00	287056	72	62.4	342
3300020550-bin.3	k__Bacteria	28.21	0.00	527079	109	46.5	597
3300020550-bin.4	p__Cyanobacteria	82.34	1.77	2080522	381	68.6	2481
3300020550-bin.5	k__Bacteria	36.45	0.60	360077	79	29.2	444
3300020550-bin.6	k__Bacteria	31.90	2.59	663398	158	46.0	789
3300020550-bin.7	k__Bacteria	40.95	1.72	456789	108	39.7	546
3300020550-bin.8	f__Flavobacteriaceae	20.18	0.01	666495	188	32.3	782
3300020550-bin.9	root	0.00	0.00	274182	32	31.2	395
3300020551-bin.1	k__Bacteria	69.17	1.18	4029328	657	52.4	3633
3300020551-bin.10	o__Actinomycetales	18.94	0.00	240803	67	38.4	318
3300020551-bin.11	o__Actinomycetales	85.63	0.87	1257991	57	48.9	1299
3300020551-bin.12	c__Gammaproteobacteria	20.43	0.00	701081	187	69.0	798
3300020551-bin.13	root	0.00	0.00	507030	59	36.8	608
3300020551-bin.14	k__Bacteria	40.67	0.00	791000	154	46.1	864
3300020551-bin.15	k__Bacteria	31.09	2.41	305397	71	29.0	386
3300020551-bin.2	o__Actinomycetales	73.49	2.25	1081879	103	42.3	1162
3300020551-bin.3	c__Betaproteobacteria	23.17	0.03	249116	70	36.5	330
3300020551-bin.4	root	0.00	0.00	236643	38	30.7	322
3300020551-bin.5	k__Bacteria	57.76	0.00	959010	158	46.0	1055
3300020551-bin.6	k__Bacteria	57.56	1.20	526288	121	29.4	674
3300020551-bin.7	o__Actinomycetales	77.10	1.23	1067797	84	40.8	1135
3300020551-bin.8	p__Cyanobacteria	99.18	0.54	3712937	71	65.0	3746
3300020551-bin.9	o__Actinomycetales	65.17	1.05	834805	119	40.0	920
3300020552-bin.1	k__Bacteria	23.28	0.00	1272707	291	51.7	1474
3300020552-bin.10	k__Bacteria	58.93	2.59	1004091	141	46.2	1071
3300020552-bin.11	o__Burkholderiales	89.96	3.92	2368365	336	51.6	2539
3300020552-bin.12	k__Bacteria	94.19	1.16	4641407	335	44.0	3807
3300020552-bin.13	o__Actinomycetales	75.97	1.75	1021776	78	40.8	1087
3300020552-bin.14	k__Bacteria	42.40	0.00	972211	140	46.2	1030
3300020552-bin.15	k__Bacteria	77.96	0.86	1237357	229	55.1	1315
3300020552-bin.16	p__Bacteroidetes	92.06	3.73	1961647	185	35.2	1858
3300020552-bin.17	p__Bacteroidetes	88.90	1.48	2083590	222	37.9	1986
3300020552-bin.18	o__Actinomycetales	33.51	0.00	411542	99	38.7	503
3300020552-bin.19	k__Bacteria	58.88	2.41	550824	118	29.4	668
3300020552-bin.2	p__Bacteroidetes	80.31	2.93	1532307	298	36.3	1590
3300020552-bin.20	k__Bacteria	71.30	0.93	908160	151	62.5	1019
3300020552-bin.21	k__Bacteria	19.59	0.00	264677	73	42.2	336
3300020552-bin.22	k__Archaea	3.69	0.00	904375	164	62.4	891
3300020552-bin.23	k__Bacteria	18.97	0.00	268703	71	39.7	324
3300020552-bin.24	k__Bacteria	12.15	0.00	444863	140	36.4	517
3300020552-bin.25	c__Betaproteobacteria	87.29	1.28	1057739	81	37.1	1163
3300020552-bin.26	k__Bacteria	86.47	3.92	1553824	205	51.9	1736
3300020552-bin.3	k__Bacteria	20.01	0.00	616421	179	65.8	624
3300020552-bin.4	o__Actinomycetales	26.20	0.81	267384	79	47.9	339
3300020552-bin.5	k__Bacteria	27.06	0.00	403636	113	45.2	450
3300020552-bin.6	k__Bacteria	73.06	1.20	764737	132	29.5	901
3300020552-bin.7	o__Actinomycetales	54.85	6.81	929062	209	44.1	1086
3300020552-bin.8	o__Actinomycetales	75.77	1.05	1149401	133	45.9	1253
3300020552-bin.9	k__Bacteria	94.25	2.78	1689981	206	54.1	1882
3300020553-bin.1	root	0.00	0.00	527390	164	51.2	574
3300020553-bin.10	o__Actinomycetales	70.46	0.37	1051838	121	42.4	1157
3300020553-bin.11	k__Bacteria	57.10	2.41	693121	130	29.6	807
3300020553-bin.12	root	0.00	0.00	354843	30	59.3	379
3300020553-bin.13	k__Bacteria	64.44	1.28	615705	123	29.6	716
3300020553-bin.14	o__Actinomycetales	76.32	1.02	1103684	102	38.8	1177
3300020553-bin.15	k__Bacteria	60.65	0.46	759075	149	62.4	890
3300020553-bin.16	k__Bacteria	54.31	1.72	968568	168	46.3	1067
3300020553-bin.17	k__Bacteria	24.14	0.00	244691	61	38.0	289
3300020553-bin.18	k__Bacteria	16.42	0.00	600117	170	58.7	721
3300020553-bin.19	root	0.00	0.00	283086	20	32.1	381
3300020553-bin.2	k__Bacteria	46.55	0.00	680502	98	46.2	761
3300020553-bin.3	root	8.33	0.00	237572	45	46.0	262
3300020553-bin.4	c__Betaproteobacteria	84.44	0.45	1016985	80	37.0	1125
3300020553-bin.5	p__Cyanobacteria	100.00	0.82	2955828	52	67.6	3130
3300020553-bin.6	p__Bacteroidetes	87.01	1.19	3312638	468	33.9	3275
3300020553-bin.7	root	0.00	0.00	270247	33	31.1	396
3300020553-bin.8	root	0.00	0.00	744506	123	32.9	1100
3300020553-bin.9	k__Bacteria	54.49	0.00	3254956	705	57.9	2947
3300020554-bin.1	k__Bacteria	30.92	0.00	401836	99	62.8	477
3300020554-bin.10	k__Archaea	4.91	0.58	442069	35	20.4	485
3300020554-bin.11	root	0.00	0.00	226797	15	61.2	272
3300020554-bin.12	k__Bacteria	23.90	0.00	404858	94	38.0	495
3300020554-bin.13	root	0.00	0.00	313946	69	33.0	502
3300020554-bin.14	root	0.00	0.00	291273	8	32.2	356
3300020554-bin.15	o__Actinomycetales	77.78	1.67	1133290	102	38.8	1223
3300020554-bin.16	p__Bacteroidetes	36.86	0.51	821043	209	35.1	883
3300020554-bin.17	o__Burkholderiales	16.56	0.23	220353	69	46.2	284
3300020554-bin.18	o__Actinomycetales	71.57	1.05	1066394	118	42.3	1153
3300020554-bin.19	k__Bacteria	59.41	1.42	622408	127	29.4	743
3300020554-bin.2	p__Bacteroidetes	85.34	0.00	2065877	234	37.9	1953
3300020554-bin.20	root	0.00	0.00	374786	17	59.3	388
3300020554-bin.21	c__Betaproteobacteria	90.81	1.60	1094063	79	37.1	1209
3300020554-bin.22	k__Bacteria	58.78	0.40	569000	123	29.3	670
3300020554-bin.23	k__Bacteria	27.74	0.00	318379	45	46.5	347
3300020554-bin.24	k__Bacteria	1.79	0.00	245324	79	51.3	296
3300020554-bin.25	k__Bacteria	24.22	0.00	300977	91	53.5	387
3300020554-bin.3	k__Bacteria	20.44	0.00	1049181	301	57.2	1036
3300020554-bin.4	root	8.33	0.00	889184	253	33.3	1026
3300020554-bin.5	k__Bacteria	21.72	1.72	214605	56	39.4	260
3300020554-bin.6	p__Cyanobacteria	99.18	0.82	2904019	54	67.8	3084
3300020554-bin.7	root	20.83	0.00	590074	102	45.9	630
3300020554-bin.8	k__Bacteria	51.88	1.72	947002	153	46.3	1022
3300020554-bin.9	k__Bacteria	43.62	0.08	502882	107	62.3	588
3300020555-bin.1	p__Cyanobacteria	94.80	0.45	3800267	336	37.3	3547
3300020555-bin.10	root	16.67	0.00	463827	102	45.9	480
3300020555-bin.11	c__Betaproteobacteria	71.00	0.90	841269	117	36.8	985
3300020555-bin.12	o__Actinomycetales	73.60	1.49	1024047	84	40.8	1075
3300020555-bin.13	o__Actinomycetales	69.03	1.23	1016683	126	42.4	1121
3300020555-bin.14	p__Cyanobacteria	75.98	1.17	3068544	647	42.6	3146
3300020555-bin.15	k__Bacteria	37.47	0.00	1998330	496	55.2	1846
3300020555-bin.16	p__Cyanobacteria	97.71	0.95	4405293	375	39.6	4109
3300020555-bin.17	o__Actinomycetales	34.58	0.20	470122	94	39.7	539
3300020555-bin.18	o__Actinomycetales	63.31	0.23	909358	157	38.7	1070
3300020555-bin.19	o__Actinomycetales	72.19	0.44	925049	95	39.9	1002
3300020555-bin.2	k__Bacteria	16.36	0.00	842843	237	67.5	897
3300020555-bin.20	k__Bacteria	50.86	1.72	889698	137	46.0	966
3300020555-bin.21	o__Burkholderiales	57.68	0.07	1534164	329	65.3	1660
3300020555-bin.3	k__Bacteria	24.29	0.00	492183	123	46.3	549
3300020555-bin.4	k__Bacteria	90.37	2.99	1651542	199	54.1	1810
3300020555-bin.5	k__Bacteria	35.30	0.00	969621	258	66.9	989
3300020555-bin.6	k__Bacteria	87.46	2.99	1520732	208	51.9	1733
3300020555-bin.7	k__Bacteria	94.05	0.00	5011034	394	52.5	4063
3300020555-bin.8	k__Bacteria	19.35	0.00	557480	159	66.1	573
3300020555-bin.9	p__Bacteroidetes	45.15	1.72	859025	234	48.3	985
3300020556-bin.1	k__Bacteria	15.52	0.00	362483	99	57.5	463
3300020556-bin.10	k__Bacteria	42.99	3.45	828657	167	46.3	941
3300020556-bin.11	root	0.00	0.00	204252	24	31.4	274
3300020556-bin.12	p__Bacteroidetes	29.53	0.00	834209	217	37.8	928
3300020556-bin.13	k__Bacteria	32.76	1.50	710033	175	51.3	845
3300020556-bin.14	p__Bacteroidetes	7.97	0.00	231188	63	37.2	259
3300020556-bin.15	c__Betaproteobacteria	80.06	0.47	959408	96	36.9	1081
3300020556-bin.16	c__Betaproteobacteria	8.70	0.00	328838	100	61.2	423
3300020556-bin.17	o__Actinomycetales	72.50	1.26	1010422	123	38.8	1132
3300020556-bin.18	k__Bacteria	12.07	0.00	314596	84	51.9	388
3300020556-bin.19	root	0.00	0.00	337380	31	59.1	384
3300020556-bin.2	o__Actinomycetales	76.91	0.79	1041911	75	40.7	1096
3300020556-bin.20	k__Bacteria	13.23	0.00	210145	66	39.0	252
3300020556-bin.21	k__Bacteria	12.60	0.00	242730	63	39.4	283
3300020556-bin.22	o__Actinomycetales	63.02	0.54	1016321	114	42.2	1107
3300020556-bin.23	root	20.83	0.00	446387	101	41.1	514
3300020556-bin.3	k__Bacteria	12.07	0.00	222571	47	46.3	259
3300020556-bin.4	o__Actinomycetales	65.12	3.16	870563	134	40.0	974
3300020556-bin.5	k__Bacteria	61.88	0.00	580570	115	29.3	684
3300020556-bin.6	p__Cyanobacteria	98.64	1.36	2859061	133	67.9	3113
3300020556-bin.7	k__Bacteria	74.13	1.00	746650	133	29.6	871
3300020556-bin.8	root	4.17	0.00	241218	44	30.6	325
3300020556-bin.9	o__Actinomycetales	83.15	1.75	1216607	100	46.0	1295
3300020557-bin.1	c__Betaproteobacteria	92.95	0.85	1112796	85	37.2	1216
3300020557-bin.10	k__Bacteria	73.07	0.56	1238525	228	54.9	1337
3300020557-bin.11	k__Bacteria	29.31	0.00	814377	171	51.7	1005
3300020557-bin.12	p__Cyanobacteria	82.90	1.91	2399512	380	62.7	2813
3300020557-bin.13	o__Actinomycetales	67.49	1.14	878297	110	40.6	948
3300020557-bin.14	k__Bacteria	92.31	2.42	1790125	98	59.8	1840
3300020557-bin.15	p__Bacteroidetes	24.73	0.16	552997	98	36.3	600
3300020557-bin.16	k__Bacteria	25.16	0.00	656668	134	46.2	738
3300020557-bin.17	o__Actinomycetales	69.19	0.00	1043957	125	42.3	1141
3300020557-bin.18	c__Gammaproteobacteria	15.89	0.00	389023	110	58.8	470
3300020557-bin.19	k__Bacteria	63.71	0.07	671859	131	29.5	800
3300020557-bin.2	k__Bacteria	76.53	1.85	995066	138	62.7	1092
3300020557-bin.20	p__Bacteroidetes	34.99	1.48	881273	211	37.6	945
3300020557-bin.21	k__Archaea	5.56	0.22	380159	88	24.4	434
3300020557-bin.22	c__Betaproteobacteria	22.85	0.00	374797	93	47.6	478
3300020557-bin.23	k__Bacteria	59.48	0.86	847102	128	46.2	938
3300020557-bin.24	o__Actinomycetales	82.45	2.80	1191111	102	38.8	1281
3300020557-bin.25	o__Actinomycetales	44.12	0.00	674151	150	44.0	793
3300020557-bin.3	k__Bacteria	1.65	0.00	1879856	577	35.7	2791
3300020557-bin.4	k__Bacteria	38.66	0.00	505098	132	53.7	650
3300020557-bin.5	k__Bacteria	63.29	0.00	626796	121	29.4	747
3300020557-bin.6	o__Burkholderiales	25.22	0.43	342132	96	45.6	423
3300020557-bin.7	k__Bacteria	95.08	0.82	1997574	193	45.9	1834
3300020557-bin.8	k__Bacteria	43.10	3.45	1122976	199	35.8	1144
3300020557-bin.9	k__Archaea	4.91	0.50	454686	24	19.0	444
3300020558-bin.1	k__Bacteria	39.45	0.00	464418	94	39.2	530
3300020558-bin.10	p__Bacteroidetes	61.26	1.17	1193787	247	36.1	1294
3300020558-bin.11	o__Actinomycetales	79.40	1.62	1135330	77	38.7	1201
3300020558-bin.12	k__Bacteria	19.28	0.00	258891	62	39.2	319
3300020558-bin.13	o__Actinomycetales	27.58	0.00	465560	109	43.8	572
3300020558-bin.14	p__Cyanobacteria	46.49	0.08	2252186	577	42.6	2389
3300020558-bin.15	root	0.00	0.00	243223	21	33.5	332
3300020558-bin.16	root	0.00	0.00	243006	31	33.5	346
3300020558-bin.17	o__Actinomycetales	67.32	1.58	1023524	125	42.3	1117
3300020558-bin.18	k__Bacteria	82.87	0.00	831182	132	28.7	996
3300020558-bin.19	root	0.00	0.00	310900	55	33.0	396
3300020558-bin.2	root	0.00	0.00	268247	16	31.4	365
3300020558-bin.20	k__Bacteria	49.17	0.00	728939	141	62.5	845
3300020558-bin.21	k__Bacteria	15.52	0.00	448714	106	51.9	528
3300020558-bin.22	k__Bacteria	88.79	2.56	1903551	224	51.5	2025
3300020558-bin.23	k__Bacteria	30.64	0.00	635380	152	45.8	743
3300020558-bin.24	k__Bacteria	41.09	1.72	1553416	417	36.5	1737
3300020558-bin.25	k__Bacteria	9.81	0.00	847547	256	42.8	894
3300020558-bin.26	o__Burkholderiales	88.72	2.66	2137668	334	51.6	2377
3300020558-bin.27	k__Bacteria	9.48	0.00	330306	98	33.3	394
3300020558-bin.28	root	0.00	0.00	289258	13	34.1	375
3300020558-bin.29	p__Cyanobacteria	87.72	1.71	4003258	539	39.4	4041
3300020558-bin.3	k__Bacteria	56.32	1.09	1119073	197	49.7	1299
3300020558-bin.30	root	0.00	0.00	221286	31	36.0	311
3300020558-bin.31	k__Bacteria	93.81	0.00	2346779	235	35.0	2232
3300020558-bin.32	k__Bacteria	67.25	0.07	622370	120	29.3	734
3300020558-bin.33	k__Bacteria	92.74	2.42	1578906	209	54.2	1766
3300020558-bin.34	o__Actinomycetales	72.52	5.04	1165790	145	46.0	1262
3300020558-bin.35	c__Betaproteobacteria	86.94	0.43	1043164	87	37.0	1167
3300020558-bin.4	k__Bacteria	75.74	3.45	999037	108	41.4	1065
3300020558-bin.5	f__Flavobacteriaceae	73.64	2.52	1464087	307	31.3	1616
3300020558-bin.6	k__Bacteria	72.27	0.18	721665	137	29.4	860
3300020558-bin.7	o__Actinomycetales	43.75	1.10	590217	137	48.8	717
3300020558-bin.8	k__Bacteria	11.64	0.00	268400	75	46.3	335
3300020558-bin.9	o__Actinomycetales	76.56	1.32	1035753	63	40.7	1103
3300020559-bin.1	k__Bacteria	98.29	1.28	2245570	151	67.2	2250
3300020559-bin.10	p__Cyanobacteria	48.05	0.83	1206150	285	60.7	1464
3300020559-bin.11	k__Bacteria	14.91	0.00	251925	69	63.3	292
3300020559-bin.12	k__Bacteria	34.37	0.00	582771	108	39.4	669
3300020559-bin.13	o__Actinomycetales	46.29	0.25	671337	167	46.1	790
3300020559-bin.14	o__Actinomycetales	65.39	1.04	970876	142	42.3	1065
3300020559-bin.15	k__Bacteria	68.69	1.72	1025087	129	46.0	1099
3300020559-bin.16	o__Actinomycetales	68.59	1.45	852305	148	50.2	959
3300020559-bin.17	k__Bacteria	91.45	2.23	1856254	142	53.6	1954
3300020559-bin.18	k__Bacteria	20.00	0.00	608992	151	57.9	677
3300020559-bin.19	k__Bacteria	68.97	0.85	1073322	195	54.1	1268
3300020559-bin.2	o__Actinomycetales	53.77	1.57	643967	123	39.9	753
3300020559-bin.20	k__Bacteria	59.25	2.59	1086304	224	51.8	1257
3300020559-bin.21	o__Actinomycetales	73.89	0.35	1102494	153	55.3	1153
3300020559-bin.22	k__Bacteria	52.08	1.59	768076	167	63.1	865
3300020559-bin.23	c__Betaproteobacteria	46.15	0.43	549947	117	36.4	682
3300020559-bin.24	k__Bacteria	17.24	0.00	873186	250	40.5	892
3300020559-bin.25	k__Bacteria	23.83	0.04	403659	104	58.6	452
3300020559-bin.26	p__Cyanobacteria	53.54	0.33	2093222	487	37.0	2253
3300020559-bin.27	k__Bacteria	49.46	0.00	425241	97	29.3	493
3300020559-bin.28	k__Bacteria	25.00	0.00	366849	98	38.3	441
3300020559-bin.29	k__Bacteria	26.34	0.00	322829	79	62.2	391
3300020559-bin.3	k__Bacteria	42.97	0.00	512741	113	29.3	618
3300020559-bin.30	o__Actinomycetales	18.20	0.05	368800	92	48.0	458
3300020559-bin.31	o__Actinomycetales	59.29	0.06	818856	170	55.9	923
3300020559-bin.4	k__Bacteria	50.92	3.31	1095022	241	51.6	1264
3300020559-bin.5	o__Actinomycetales	41.79	1.26	590453	115	40.1	679
3300020559-bin.6	root	0.00	0.00	1237666	249	39.6	1409
3300020559-bin.7	k__Bacteria	43.53	0.00	830656	176	46.4	928
3300020559-bin.8	p__Cyanobacteria	59.74	1.09	1716405	363	66.1	1990
3300020559-bin.9	k__Bacteria	66.55	0.00	954760	115	38.7	1032
3300020560-bin.1	k__Bacteria	11.29	0.00	233951	63	47.4	284
3300020560-bin.10	o__Actinomycetales	60.41	1.92	914860	142	42.3	1023
3300020560-bin.11	root	4.17	0.00	473801	98	49.5	531
3300020560-bin.12	k__Bacteria	79.20	6.98	2042529	393	52.7	2264
3300020560-bin.13	k__Bacteria	28.61	0.00	473611	126	38.4	564
3300020560-bin.14	o__Actinomycetales	63.58	2.32	828606	123	40.1	920
3300020560-bin.15	c__Betaproteobacteria	85.98	1.79	1050667	108	37.3	1178
3300020560-bin.16	k__Bacteria	26.40	0.85	572185	143	51.8	694
3300020560-bin.17	o__Actinomycetales	64.08	1.75	875845	141	40.5	991
3300020560-bin.18	o__Actinomycetales	70.53	1.35	1015704	120	38.6	1110
3300020560-bin.19	k__Bacteria	31.70	0.00	572145	120	45.7	665
3300020560-bin.2	k__Bacteria	42.57	3.45	555494	138	44.7	665
3300020560-bin.20	o__Actinomycetales	89.11	0.19	1315603	51	46.3	1313
3300020560-bin.21	o__Burkholderiales	27.05	0.03	402694	115	46.0	515
3300020560-bin.22	k__Bacteria	69.83	5.17	1404560	244	51.7	1611
3300020560-bin.23	k__Bacteria	85.28	0.00	1439337	202	54.2	1624
3300020560-bin.24	root	0.00	0.00	355222	60	69.0	430
3300020560-bin.25	k__Bacteria	81.88	0.85	1797084	238	51.6	1951
3300020560-bin.26	p__Bacteroidetes	92.45	1.49	2027132	208	36.4	1910
3300020560-bin.27	k__Bacteria	23.43	0.00	348996	88	40.9	426
3300020560-bin.28	k__Bacteria	76.48	1.03	1013543	164	63.4	1119
3300020560-bin.29	root	12.50	4.17	492588	118	45.7	589
3300020560-bin.3	k__Bacteria	25.44	0.00	303628	69	29.1	365
3300020560-bin.30	o__Actinomycetales	85.17	3.37	1063131	146	50.2	1161
3300020560-bin.31	root	0.00	0.00	315439	87	46.1	394
3300020560-bin.32	root	0.00	0.00	1043535	221	39.6	1163
3300020560-bin.33	k__Archaea	3.98	0.50	514898	35	30.8	487
3300020560-bin.34	o__Actinomycetales	50.32	2.37	721081	149	45.0	842
3300020560-bin.35	k__Bacteria	35.01	0.04	752637	186	65.6	808
3300020560-bin.4	p__Bacteroidetes	47.94	0.49	1191727	271	37.5	1252
3300020560-bin.5	o__Actinomycetales	31.40	0.27	463822	104	39.5	539
3300020560-bin.6	k__Bacteria	38.24	0.00	332237	80	29.4	374
3300020560-bin.7	k__Bacteria	6.90	0.00	428969	101	52.3	479
3300020560-bin.8	o__Actinomycetales	54.20	1.32	731387	161	44.2	888
3300020560-bin.9	k__Bacteria	33.64	0.00	414395	110	51.5	531
3300020561-bin.1	k__Archaea	3.04	0.50	559660	8	36.2	465
3300020561-bin.10	k__Bacteria	0.00	0.00	356394	45	24.8	344
3300020561-bin.11	root	0.00	0.00	460424	23	27.9	454
3300020561-bin.12	k__Archaea	4.45	0.50	474648	58	24.1	445
3300020561-bin.13	k__Bacteria	19.75	0.00	873359	235	36.2	948
3300020561-bin.14	k__Bacteria	25.78	0.00	983190	267	36.1	1053
3300020561-bin.15	k__Archaea	3.67	0.36	546113	70	22.3	536
3300020561-bin.16	k__Bacteria	11.50	0.17	230510	67	50.8	300
3300020561-bin.17	k__Archaea	4.91	0.50	565024	7	21.5	560
3300020561-bin.18	root	0.00	0.00	289381	83	51.6	357
3300020561-bin.19	c__Betaproteobacteria	42.15	0.65	402397	97	37.2	511
3300020561-bin.2	k__Archaea	1.75	0.29	363057	82	46.4	449
3300020561-bin.20	o__Actinomycetales	26.46	0.71	456172	111	45.9	542
3300020561-bin.21	k__Bacteria	21.55	0.00	264645	79	45.6	331
3300020561-bin.3	k__Bacteria	21.55	0.00	249844	71	39.9	315
3300020561-bin.4	k__Bacteria	56.07	1.20	503714	85	29.4	618
3300020561-bin.5	root	0.00	0.00	375177	76	27.4	402
3300020561-bin.6	k__Archaea	3.59	1.51	357767	101	28.6	394
3300020561-bin.7	k__Bacteria	10.50	0.00	294621	94	31.9	382
3300020561-bin.8	k__Archaea	3.98	0.50	553431	20	22.6	533
3300020561-bin.9	k__Archaea	4.91	0.50	472858	8	25.0	440
3300020562-bin.1	o__Burkholderiales	13.58	0.03	286706	77	48.9	368
3300020562-bin.10	o__Actinomycetales	60.18	1.06	742689	160	48.9	869
3300020562-bin.11	root	0.00	0.00	208362	39	30.6	287
3300020562-bin.12	p__Bacteroidetes	90.30	1.25	1753974	156	36.6	1621
3300020562-bin.13	o__Actinomycetales	88.92	2.02	1336106	71	46.3	1343
3300020562-bin.14	k__Bacteria	86.97	1.93	2369846	300	41.3	2299
3300020562-bin.15	root	0.00	0.00	384947	68	36.2	489
3300020562-bin.16	c__Betaproteobacteria	87.35	1.33	1006787	80	36.9	1121
3300020562-bin.17	k__Bacteria	47.47	0.11	434120	97	29.3	498
3300020562-bin.18	o__Actinomycetales	84.12	3.47	1074887	146	50.2	1175
3300020562-bin.19	o__Actinomycetales	41.69	0.00	637087	127	45.7	746
3300020562-bin.2	k__Bacteria	15.83	0.00	323660	78	39.2	382
3300020562-bin.20	k__Bacteria	95.95	1.38	2423354	234	65.4	2139
3300020562-bin.21	p__Bacteroidetes	85.16	3.14	1812372	295	35.2	1810
3300020562-bin.22	k__Bacteria	61.68	0.56	1293568	291	34.0	1387
3300020562-bin.23	k__Bacteria	48.18	0.66	670252	157	53.7	854
3300020562-bin.24	p__Bacteroidetes	64.80	0.95	1275115	260	34.9	1363
3300020562-bin.25	f__Flavobacteriaceae	77.65	1.69	2270258	381	31.6	2423
3300020562-bin.26	o__Actinomycetales	63.90	1.98	843169	122	40.0	933
3300020562-bin.27	k__Bacteria	13.18	0.00	277590	75	42.8	303
3300020562-bin.28	k__Bacteria	56.23	3.25	828760	191	63.3	932
3300020562-bin.29	o__Actinomycetales	15.79	0.00	306484	78	43.6	372
3300020562-bin.3	root	0.00	0.00	302912	39	31.6	432
3300020562-bin.30	k__Bacteria	15.18	0.43	562805	141	52.4	654
3300020562-bin.31	p__Bacteroidetes	93.79	2.74	2425552	259	35.6	2233
3300020562-bin.32	root	12.50	4.17	458367	110	36.8	463
3300020562-bin.33	o__Cytophagales	36.65	0.30	808274	214	37.5	928
3300020562-bin.34	c__Alphaproteobacteria	63.96	2.39	2736993	566	65.8	3005
3300020562-bin.35	k__Bacteria	89.17	3.85	1823956	172	51.3	1952
3300020562-bin.36	k__Bacteria	95.24	2.04	3656038	472	52.1	3424
3300020562-bin.37	root	0.00	0.00	262534	27	30.1	342
3300020562-bin.38	k__Bacteria	16.10	1.28	404726	103	51.3	494
3300020562-bin.39	p__Bacteroidetes	89.63	0.59	2066301	220	38.0	1893
3300020562-bin.4	k__Bacteria	41.88	0.00	511266	111	29.3	613
3300020562-bin.40	root	0.00	0.00	244834	9	31.8	322
3300020562-bin.41	o__Burkholderiales	65.27	0.93	1618026	332	51.5	1868
3300020562-bin.42	root	0.00	0.00	300880	43	32.2	439
3300020562-bin.43	k__Bacteria	22.88	0.00	287394	79	41.8	349
3300020562-bin.44	k__Bacteria	88.74	1.64	1976431	220	43.6	1812
